Date,Rain Assam,Rain,Population,Flood,Temp
07-01-2008,493.2,531.4,1223640192,1,27.152
08-01-2008,508.6,277.6,1223640192,1,26.407
09-01-2008,267.5,286.7,1223640192,1,26.382
10-01-2008,133.4,51.9,1223640192,0,25.083
11-01-2008,2.2,16.2,1223640192,1,21.696
12-01-2008,1.6,15.2,1223640192,1,19.244
01-01-2009,7.9,57.8,1240613632,0,18.661
02-01-2009,11.6,35.8,1240613632,0,21.516
03-01-2009,44.9,134.2,1240613632,0,25.083
04-01-2009,134.9,403.4,1240613632,1,28.665
05-01-2009,246.5,187.4,1240613632,0,30.493
06-01-2009,321.1,645.8,1240613632,1,30.409
07-01-2009,426.3,638.9,1240613632,1,27.611
08-01-2009,533.8,316,1240613632,1,27.379
09-01-2009,192.3,724.9,1240613632,1,27.08
10-01-2009,135.9,248.1,1240613632,1,24.775
11-01-2009,9,22,1240613632,1,21.457
12-01-2009,4,26.2,1240613632,1,18.631
01-01-2010,0.5,0.5,1257621248,0,17.109
02-01-2010,3.1,3.1,1257621248,0,20.764
03-01-2010,99.6,99.6,1257621248,1,26.373
04-01-2010,389.3,389.3,1257621248,1,29.814
05-01-2010,393.4,393.4,1257621248,1,31.169
06-01-2010,569.7,569.7,1257621248,1,29.908
07-01-2010,415.1,415.1,1257621248,1,27.433
08-01-2010,387,387,1257621248,1,26.892
09-01-2010,318.3,318.3,1257621248,1,26.296
10-01-2010,116.2,116.2,1257621248,0,25.193
11-01-2010,11.6,11.6,1257621248,0,22.204
12-01-2010,7.6,7.6,1257621248,1,17.455
01-01-2011,11.1,11.1,1274487168,0,16.478
02-01-2011,11.4,11.4,1274487168,1,20.07
03-01-2011,109,109,1274487168,0,24.595
04-01-2011,92.1,92.1,1274487168,0,27.273
05-01-2011,238.3,238.3,1274487168,0,30.421
06-01-2011,316,316,1274487168,1,28.871
07-01-2011,395.8,395.8,1274487168,1,27.209
08-01-2011,302.6,302.6,1274487168,1,26.533
09-01-2011,221.6,221.6,1274487168,1,26.321
10-01-2011,30.2,30.2,1274487168,1,25.061
11-01-2011,11.9,11.9,1274487168,0,21.982
12-01-2011,3.5,3.5,1274487168,0,18.173
01-01-2012,15.2,15.2,1291132032,0,16.778
02-01-2012,6.9,6.9,1291132032,0,19.791
03-01-2012,28.8,28.8,1291132032,0,24.354
04-01-2012,279.1,279.1,1291132032,0,28.067
05-01-2012,185.8,185.8,1291132032,0,30.805
06-01-2012,729.7,729.7,1291132032,1,30.536
07-01-2012,444.3,444.3,1291132032,1,27.699
08-01-2012,289.2,289.2,1291132032,1,26.735
09-01-2012,411.6,411.6,1291132032,1,26.551
10-01-2012,199.4,199.4,1291132032,1,24.59
11-01-2012,17.1,17.1,1291132032,0,21.162
12-01-2012,2.3,2.3,1291132032,0,18.622
01-01-2013,1.1,1.1,1291132063,1,17.16
02-01-2013,9.6,9.6,1291132063,1,20.243
03-01-2013,44,44,1291132063,1,24.575
04-01-2013,112.8,112.8,1291132063,1,27.981
05-01-2013,346.7,346.7,1291132063,1,31.014
06-01-2013,286.2,286.2,1291132063,1,28.766
07-01-2013,367.8,367.8,1291132063,1,27.012
08-01-2013,289.7,289.7,1291132063,1,26.555
09-01-2013,229.3,229.3,1291132063,1,
10-01-2013,126.3,126.3,1291132063,1,
11-01-2013,1,1,1291132063,1,
12-01-2013,2,2,1291132063,1,
01-01-2014,2,2,1307246509,1,
02-01-2014,28.3,28.3,1307246509,1,
03-01-2014,29.3,29.3,1307246509,1,
04-01-2014,51.5,51.5,1307246509,1,
05-01-2014,351.1,351.1,1307246509,1,
06-01-2014,426.4,426.4,1307246509,1,
07-01-2014,374.4,374.4,1307246509,1,
08-01-2014,484.6,484.6,1307246509,1,
09-01-2014,420.2,420.2,1307246509,1,
10-01-2014,35,35,1307246509,1,
11-01-2014,3,3,1307246509,1,
12-01-2014,0.4,0.4,1307246509,1,
01-01-2015,13.4,13.4,1322866505,1,
02-01-2015,15.5,15.5,1322866505,1,
03-01-2015,37.5,37.5,1322866505,1,
04-01-2015,250.9,250.9,1322866505,1,
05-01-2015,332.5,332.5,1322866505,1,
06-01-2015,558.5,558.5,1322866505,1,
07-01-2015,300.1,300.1,1322866505,1,
08-01-2015,590.9,590.9,1322866505,1,
09-01-2015,279.9,279.9,1322866505,1,
10-01-2015,62.6,62.6,1322866505,1,
11-01-2015,14,14,1322866505,1,
12-01-2015,15.2,15.2,1322866505,1,
